Number;Name;Platform;Year;Genre;Publisher;Cluster
1516;Yu-Gi-Oh! The Sacred Cards;GBA;2002;Role-Playing;Konami Digital Entertainment;1
1517;Crysis 2;PS3;2011;Action;Electronic Arts;1
1518;NBA Live 07;PS2;2006;Sports;Electronic Arts;1
1519;Saints Row IV;PS3;2013;Action;Deep Silver;1
1520;SingStar '80s;PS2;2005;Misc;Sony Computer Entertainment;1
1521;EA Playground;Wii;2007;Sports;Electronic Arts;1
1522;Test Drive 5;PS;1997;Racing;Accolade;1
1523;Romancing SaGa 3;SNES;1995;Role-Playing;SquareSoft;1
1524;EA Sports Active 2;Wii;2010;Sports;Electronic Arts;1
1525;Digimon World;PS;1999;Role-Playing;Namco Bandai Games;1
1526;Rise of the Tomb Raider;XOne;2015;Adventure;Square Enix;1
1527;Need for Speed Carbon;Wii;2006;Racing;Electronic Arts;1
1528;Yoshi's Woolly World;WiiU;2015;Platform;Nintendo;1
1529;Mega Man Battle Network 3 Blue / White Version;GBA;2002;Role-Playing;Capcom;1
1530;FIFA Street;PS3;2012;Sports;Electronic Arts;1
1531;Resident Evil Zero;GC;2002;Action;Capcom;1
1532;Need for Speed: Most Wanted;X360;2005;Racing;Electronic Arts;1
1533;Tom Clancy's Rainbow Six: Siege;XOne;2015;Shooter;Ubisoft;1
1534;Pirates of the Caribbean: The Curse of the Black Pearl;GBA;2003;Platform;TDK Mediactive;1
1535;Transformers;PS2;2004;Shooter;Atari;1
1536;Guitar Hero: Aerosmith;Wii;2008;Misc;Activision;1
1537;Mystery Case Files: MillionHeir;DS;2008;Adventure;Nintendo;1
1538;Valkyria Chronicles;PS3;2008;Role-Playing;Sega;1
1539;Midnight Club 3: DUB Edition (America weekly sales);PS2;2005;Racing;Take-Two Interactive;1
1540;Champions of Norrath;PS2;2004;Role-Playing;Sony Online Entertainment;1
1541;Watch Dogs;X360;2014;Action;Ubisoft;1
1542;Imagine: Wedding Designer;DS;2008;Simulation;Ubisoft;1
1543;Metal Gear Solid V: Ground Zeroes;PS4;2014;Action;Konami Digital Entertainment;1
1544;Yakuman;GB;1989;Misc;Nintendo;1
1545;Assassin's Creed Syndicate;XOne;2015;Action;Ubisoft;1
1546;Army Men 3D;PS;1999;Action;3DO;1
1547;WWE '13;X360;2012;Action;THQ;1
1548;Twisted Metal 4;PS;1999;Racing;989 Studios;1
1549;Manhunt;PS2;2003;Action;Take-Two Interactive;1
1550;Kid Icarus: Uprising;3DS;2012;Action;Nintendo;1
1551;Silent Hill 2;PS2;2001;Action;Konami Digital Entertainment;1
1552;Tomb Raider: Underworld;PS3;2008;Action;Eidos Interactive;1
1553;Castlevania: Symphony of the Night;PS;1997;Platform;Konami Digital Entertainment;1
1554;The Sims 2: Nightlife;PC;2005;Simulation;Electronic Arts;1
1555;LEGO Batman: The Videogame;PS2;2008;Action;Warner Bros. Interactive Entertainment;1
1556;Road Rash;PS;1995;Racing;Electronic Arts;1
1557;Pokemon Mystery Dungeon: Gates to Infinity;3DS;2012;Role-Playing;Nintendo;1
1558;Atlantis;2600;1981;Shooter;Imagic;1
1559;NBA 2K9;X360;2008;Sports;Take-Two Interactive;1
1560;WWE '12;X360;2011;Fighting;THQ;1
1561;Tony Hawk's Underground;XB;2003;Sports;Activision;1
1562;Hogan's Alley;NES;1984;Shooter;Nintendo;1
1563;The Elder Scrolls Online;XOne;2015;Role-Playing;Bethesda Softworks;1
1564;Jillian Michaels' Fitness Ultimatum 2009;Wii;2008;Sports;Deep Silver;1
1565;.hack//Infection Part 1;PS2;2002;Role-Playing;Atari;1
1566;Rockstar Games presents Table Tennis;Wii;2007;Sports;Take-Two Interactive;1
1567;Sonic Adventure DX: Director's Cut;GC;2003;Platform;Sega;1
1568;Jet Li: Rise to Honor;PS2;2004;Action;Sony Computer Entertainment;1
1569;Battle Arena Toshinden;PS;1994;Fighting;Sony Computer Entertainment;1
1570;Yokai Watch 3;3DS;2016;Action;Level 5;1
1571;Kung Fu Panda;DS;2008;Action;Activision;1
1572;Tamagotchi Connection: Corner Shop;DS;2005;Simulation;Atari;1
1573;Football Manager 2011;PC;2010;Sports;Sega;1
1574;Devil Dice;PS;1998;Puzzle;THQ;1
1575;Final Fantasy IV;DS;2007;Simulation;Square Enix;1
1576;Hyrule Warriors;WiiU;2014;Action;Nintendo;1
1577;Need for Speed Carbon;PS3;2006;Racing;Electronic Arts;1
1578;Championship Manager 03/04;PC;2003;Sports;Eidos Interactive;1
1579;Brian Lara Cricket;PS;1998;Sports;Codemasters;1
1580;Ratatouille;DS;2007;Action;THQ;1
1581;Wheel of Fortune;PS;1998;Misc;Hasbro Interactive;1
1582;LEGO The Lord of the Rings;X360;2012;Action;Warner Bros. Interactive Entertainment;1
1583;Winter Sports: The Ultimate Challenge;Wii;2007;Sports;RTL;1
1584;SOCOM: U.S. Navy SEALs Confrontation;PS3;2008;Shooter;Sony Computer Entertainment;1
1585;NBA Live 2001;PS;2000;Sports;Electronic Arts;1
1586;Star Wars: The Force Unleashed;PS2;2008;Action;LucasArts;1
1587;Combat;2600;N/A;Action;Atari;1
1588;Tom Clancy's Rainbow Six: Vegas;PS3;2007;Shooter;Ubisoft;1
1589;Dragon Ball: Daimaou Fukkatsu;NES;1988;Role-Playing;Namco Bandai Games;1
1590;Gegege no Kitarou 2: Youkai Gundan no Chousen;NES;1987;Role-Playing;Namco Bandai Games;1
1591;Reel Fishing;PS;1996;Sports;Natsume;1
1592;Injustice: Gods Among Us;PS3;2013;Fighting;Warner Bros. Interactive Entertainment;1
1593;Pokemon XD: Gale of Darkness;GC;2005;Role-Playing;Nintendo;1
1594;Black;PS2;2006;Shooter;Electronic Arts;1
1595;RollerCoaster Tycoon 2;PC;2002;Strategy;Atari;1
1596;Lara Croft Tomb Raider: The Angel of Darkness;PS2;2003;Action;Eidos Interactive;1
1597;Tom Clancy's Splinter Cell: Pandora Tomorrow;PS2;2004;Action;Ubisoft;1
1598;Road Rash 3D;PS;1998;Racing;Electronic Arts;1
1599;Ratchet: Deadlocked;PS2;2005;Shooter;Sony Computer Entertainment;1
1600;Baldur's Gate: Dark Alliance;PS2;2001;Role-Playing;Virgin Interactive;1
1601;Transformers: Autobots / Decepticons;DS;2007;Action;Activision;1
1602;Tales of Xillia;PS3;2011;Role-Playing;Namco Bandai Games;1
1603;Diddy Kong Racing DS;DS;2007;Racing;Nintendo;1
1604;[Prototype];PS3;2009;Action;Activision;1
1605;Assassin's Creed: Bloodlines;PSP;2009;Action;Ubisoft;1
1606;Oddworld: Abe's Oddysee;PS;1997;Platform;GT Interactive;1
1607;The Witcher 3: Wild Hunt;XOne;2015;Role-Playing;Namco Bandai Games;1
1608;Ridge Racer V;PS2;2000;Action;Namco Bandai Games;1
1609;WWE SmackDown vs. Raw 2009;PS2;2008;Fighting;THQ;1
1610;Tetris 2 (All region sales);GB;1992;Puzzle;Nintendo;1
1611;Star Wars Episode III: Revenge of the Sith;XB;2005;Action;Activision;1
1612;Ben 10: Protector of Earth;Wii;2007;Action;D3Publisher;1
1613;Frogger: The Great Quest;PS2;2001;Platform;Konami Digital Entertainment;1
1614;2010 FIFA World Cup South Africa;PS3;2010;Sports;Electronic Arts;1
1615;Ninja Gaiden;XB;2004;Action;Microsoft Game Studios;1
1616;Crash Bandicoot: The Wrath of Cortex;XB;2002;Platform;Universal Interactive;1
1617;Driv3r;PS2;2004;Racing;Atari;1
1618;Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game;PS;2003;Misc;Sony Computer Entertainment;1
1619;Farming Simulator 2015;PC;2014;Simulation;Focus Home Interactive;1
1620;Guitar Hero: Aerosmith;X360;2008;Misc;Activision;1
1621;Medal of Honor: Airborne;PS3;2007;Shooter;Electronic Arts;1
1622;Kirby Tilt 'n' Tumble;GB;2000;Puzzle;Nintendo;1
1623;SpongeBob SquarePants: Battle for Bikini Bottom;GBA;2003;Platform;THQ;1
1624;Vigilante 8;PS;1998;Racing;Activision;1
1625;Castlevania;NES;1986;Platform;Konami Digital Entertainment;1
1626;Donkey Kong Country 2;GBA;2004;Platform;Nintendo;1
1627;Bayonetta;PS3;2009;Action;Sega;1
1628;WarioWare, Inc.: Mega MicroGame$;GBA;2003;Puzzle;Nintendo;1
1629;Star Wars: Battlefront II;PSP;2005;Shooter;LucasArts;1
1630;Madden NFL 17;PS4;2016;Sports;Electronic Arts;1
1631;Boom Blox;Wii;2008;Puzzle;Electronic Arts;1
1632;Fallout 4;PC;2015;Role-Playing;Bethesda Softworks;1
1633;The Sims 2: Castaway;Wii;2007;Simulation;Electronic Arts;1
1634;LEGO Batman 2: DC Super Heroes;PS3;2012;Action;Warner Bros. Interactive Entertainment;1
1635;Naruto Shippuden: Ultimate Ninja Storm 2;PS3;2010;Fighting;Namco Bandai Games;1
1636;Mario Power Tennis;GC;2004;Sports;Nintendo;1
1637;Intelligent Qube;PS;1997;Puzzle;Sony Computer Entertainment;1
1638;Game & Watch Gallery 2;GB;1997;Misc;Nintendo;1
1639;Game & Watch Gallery 3;GB;1999;Misc;Nintendo;1
1640;Pac-Man;NES;1984;Puzzle;Namco Bandai Games;1
1641;Parfait: Chocolat Second Style;PS2;2006;Adventure;Alchemist;1
1642;F1 2011;PS3;2011;Racing;Codemasters;1
1643;Cars;PSP;2006;Racing;THQ;1
1644;NBA Live 99;PS;1997;Sports;Electronic Arts;1
1645;Chocobo no Fushigi Dungeon;PS;1997;Role-Playing;SquareSoft;1
1646;Golden Sun: The Lost Age;GBA;2002;Role-Playing;Nintendo;1
1647;SimCity 2000;PS;1996;Simulation;Maxis;1
1648;Max Payne;XB;2001;Shooter;Take-Two Interactive;1
1649;WCW Mayhem;PS;1998;Fighting;Electronic Arts;1
1650;NBA 2K2;PS2;2002;Sports;Sega;1
1651;NASCAR Thunder 2003;PS2;N/A;Racing;Unknown;1
1652;Super Street Fighter IV: 3D Edition;3DS;2011;Fighting;Capcom;1
1653;Cars;PS2;2006;Racing;THQ;1
1654;Fuzion Frenzy;XB;2001;Misc;Microsoft Game Studios;1
1655;Call of Duty: Finest Hour;XB;2004;Shooter;Activision;1
1656;FIFA Soccer 11;PSP;2010;Sports;Electronic Arts;1
1657;Sly Cooper and the Thievius Raccoonus;PS2;2002;Platform;Sony Computer Entertainment;1
1658;LEGO Indiana Jones 2: The Adventure Continues;DS;2009;Action;Activision;1
1659;The Magical Quest starring Mickey Mouse;SNES;1992;Platform;Capcom;1
1660;Dragon Quest IV: Michibikareshi Monotachi;PS;2001;Role-Playing;Enix Corporation;1
1661;Star Wars Episode 1: Jedi Power Battles;PS;1999;Action;LucasArts;1
1662;Dino Crisis 2;PS;2000;Action;Virgin Interactive;1
1663;Need for Speed Underground;GC;2003;Racing;Electronic Arts;1
1664;Shrek / Shrek 2 2-in-1 Gameboy Advance Video;GBA;2007;Misc;N/A;1
1665;Test Drive 4;PS;1997;Racing;Electronic Arts;1
1666;FIFA Soccer 07;PSP;2006;Sports;Electronic Arts;1
1667;World Soccer Winning Eleven 9 (JP & Others sales);PSP;2005;Sports;Konami Digital Entertainment;1
1668;The Lord of the Rings: The Fellowship of the Ring;PS2;2002;Action;Black Label Games;1
1669;LEGO Star Wars III: The Clone Wars;PS3;2011;Action;LucasArts;1
1670;ATV Offroad Fury 3;PS2;2004;Racing;SouthPeak Games;1
1671;Pikmin 2;GC;2004;Strategy;Nintendo;1
1672;Just Dance 2016;Wii;2015;Misc;Ubisoft;1
1673;Disney Sing It;Wii;2008;Misc;Disney Interactive Studios;1
1674;Battlefield: Hardline;XOne;2015;Shooter;Electronic Arts;1
1675;WWE 2K16;PS4;2015;Sports;Take-Two Interactive;1
1676;Dragon Ball Z: La Legende Saien;SNES;1993;Fighting;Namco Bandai Games;1
1677;TwinBee;NES;1986;Shooter;Konami Digital Entertainment;1
1678;Ganbare Goemon! Karakuri Douchuu;NES;1986;Platform;Konami Digital Entertainment;1
1679;NFL 2K;DC;1999;Sports;Sega;1
1680;SolarStriker;GB;1989;Shooter;Nintendo;1
1681;Enter the Matrix;XB;2003;Action;Atari;1
1682;NHL 2002;PS2;2001;Sports;Electronic Arts;1
1683;Mario vs. Donkey Kong 2: March of the Minis;DS;2006;Puzzle;Nintendo;1
1684;PokéPark Wii: Pikachu's Adventure;Wii;2009;Adventure;Nintendo;1
1685;One Piece: Pirate Warriors;PS3;2012;Action;Namco Bandai Games;1
1686;WWE 2K14;PS3;2013;Sports;Take-Two Interactive;1
1687;Metal Gear Solid: Portable Ops;PSP;2006;Action;Konami Digital Entertainment;1
1688;Nuclear Strike;PS;1997;Simulation;Electronic Arts;1
1689;Captain Toad: Treasure Tracker;WiiU;2014;Puzzle;Nintendo;1
1690;WWE SmackDown vs Raw 2008;PSP;2007;Fighting;THQ;1
1691;The Simpsons: Road Rage;GBA;2003;Racing;THQ;1
1692;Pro Evolution Soccer 2008;Wii;2008;Sports;Konami Digital Entertainment;1
1693;SpongeBob SquarePants: Revenge of the Flying Dutchman;GBA;2002;Platform;THQ;1
1694;Mario & Sonic at the London 2012 Olympic Games;3DS;2012;Sports;Sega;1
1695;Scarface: The World is Yours;PS2;2006;Action;Vivendi Games;1
1696;Kobe Bryant in NBA Courtside;N64;1998;Sports;Nintendo;1
1697;Disney's Chip 'n Dale: Rescue Rangers;NES;1990;Platform;Capcom;1
1698;The Dukes of Hazzard: Racing for Home;PS;1999;Racing;Ubisoft;1
1699;Hitman 2: Silent Assassin;XB;N/A;Action;Eidos Interactive;1
1700;FIFA 14;XOne;2013;Sports;Electronic Arts;1
1701;Spider-Man: The Movie;GC;2002;Action;Activision;1
1702;Final Fantasy I & II: Dawn of Souls;GBA;2004;Role-Playing;Nintendo;1
1703;NBA 2K17;PS4;2016;Sports;Take-Two Interactive;1
1704;Pokemon Super Mystery Dungeon;3DS;2015;Role-Playing;Nintendo;1
1705;Just Dance 4;X360;2012;Misc;Ubisoft;1
1706;Metal Gear Solid VR Missions;PS;1999;Adventure;Konami Digital Entertainment;1
1707;Pole Position;2600;1982;Racing;Atari;1
1708;Resident Evil: Operation Raccoon City;PS3;2012;Action;Capcom;1
1709;LEGO Indiana Jones: The Original Adventures;PSP;2008;Action;LucasArts;1
1710;Pro Yakyuu Family Stadium '88;NES;1988;Sports;Namco Bandai Games;1
1711;Shenmue;DC;1999;Adventure;Sega;1
1712;Mario Tennis;GB;2000;Sports;Nintendo;1
1713;Tony Hawk's Pro Skater 2;GBA;2001;Sports;Activision;1
1714;WWE '12;PS3;2011;Fighting;THQ;1
1715;WWE SmackDown vs. Raw 2010;PS3;2009;Fighting;THQ;1
1716;Plants vs. Zombies;DS;2011;Strategy;Mastertronic;1
1717;Sonic the Hedgehog;PS3;2006;Platform;Sega;1
1718;Super Ghouls 'n Ghosts;SNES;1991;Platform;Capcom;1
1719;Spore;PC;2008;Strategy;Electronic Arts;1
1720;Soviet Strike;PS;1996;Simulation;Electronic Arts;1
1721;Your Shape: Fitness Evolved 2012;X360;2011;Sports;Ubisoft;1
1722;Army of Two;PS3;2008;Shooter;Electronic Arts;1
1723;Gun;PS2;2005;Shooter;Activision;1
1724;Ty the Tasmanian Tiger;PS2;2002;Platform;Electronic Arts;1
1725;Wario Land: Shake It!;Wii;2008;Platform;Nintendo;1
1726;Sonic Rush Adventure;DS;2007;Platform;Sega;1
1727;Medal of Honor: Warfighter;X360;2012;Action;Electronic Arts;1
1728;Mega Man 3;NES;1990;Platform;Capcom;1
1729;Ratchet & Clank (2016);PS4;2016;Platform;Sony Computer Entertainment;1
1730;Mission: Impossible;N64;1997;Action;Ocean;1
1731;Romancing SaGa 2;SNES;1993;Role-Playing;SquareSoft;1
1732;Cabela's Dangerous Hunts;PS2;2003;Sports;Zoo Digital Publishing;1
1733;Cool Boarders 4;PS;1998;Sports;989 Studios;1
1734;Rage Racer;PS;1996;Racing;Sony Computer Entertainment;1
1735;Medal of Honor: Rising Sun;XB;2003;Shooter;Electronic Arts;1
1736;Football Manager 2013;PC;2012;Sports;Sega;1
1737;Destruction Derby 2;PS;1996;Racing;Psygnosis;1
1738;Mirror's Edge;X360;2008;Platform;Electronic Arts;1
1739;Destiny: The Taken King;XOne;2015;Shooter;Activision;1
1740;Mario vs. Donkey Kong;GBA;2004;Puzzle;Nintendo;1
1741;007: Quantum of Solace;PS3;2008;Action;Activision;1
1742;EA Sports Active: More Workouts;Wii;2009;Sports;Electronic Arts;1
1743;Fallout: New Vegas;PC;2010;Role-Playing;Bethesda Softworks;1
1744;Need for Speed: Most Wanted;PSV;2012;Racing;Electronic Arts;1
1745;Final Fantasy Tactics: The War of the Lions;PSP;2007;Role-Playing;Square Enix;1
1746;Midnight Club 3: DUB Edition Remix;PS2;2006;Racing;Take-Two Interactive;1
1747;Tom Clancy's Ghost Recon: Jungle Storm;PS2;2004;Shooter;Ubisoft;1
1748;SingStar;PS3;2007;Misc;Sony Computer Entertainment;1
1749;Bushido Blade;PS;1997;Fighting;Sony Computer Entertainment;1
1750;LEGO Star Wars III: The Clone Wars;DS;2011;Action;LucasArts;1
1751;NASCAR Thunder 2002;PS2;2001;Racing;Electronic Arts;1
1752;Jet Force Gemini;N64;1999;Shooter;Nintendo;1
1753;Mega Man X;SNES;1993;Platform;Capcom;1
1754;Yu-Gi-Oh! The Sacred Cards (American and Others sales);GBA;2002;Role-Playing;Konami Digital Entertainment;1
1755;Sega Rally Championship;SAT;1995;Racing;Sega;1
1756;Test Drive: Off Road;PS;1997;Racing;Eidos Interactive;1
1757;Medal of Honor Heroes 2;PSP;2007;Shooter;Electronic Arts;1
1758;Sniper: Ghost Warrior;X360;2010;Shooter;City Interactive;1
1759;Rocksmith;PS3;2011;Misc;Ubisoft;1
1760;LEGO Star Wars: The Video Game;XB;2005;Action;Eidos Interactive;1
1761;FIFA Soccer 10;PSP;2009;Sports;Electronic Arts;1
1762;Plants vs. Zombies: Garden Warfare;X360;2014;Shooter;Electronic Arts;1
1763;Worldwide Soccer Manager 2009;PC;2008;Simulation;Sega;1
1764;Omerta: City of Gangsters;PS3;2011;Simulation;Konami Digital Entertainment;1
1765;Gauntlet: Dark Legacy;PS2;2001;Action;Midway Games;1
1766;Ninja Gaiden Sigma;PS3;2007;Action;Eidos Interactive;1
1767;Bad Boys: Miami Takedown;PS2;2004;Shooter;Empire Interactive;1
1768;Kaboom!;2600;1980;Misc;Activision;1
1769;Red Dead Redemption: Undead Nightmare;PS3;2010;Action;Take-Two Interactive;1
1770;Sonic and the Black Knight;Wii;2009;Platform;Sega;1
1771;Call of Duty 4: Modern Warfare;PC;2007;Shooter;Activision;1
1772;Qix;GB;1990;Puzzle;Nintendo;1
1773;Derby Stallion III;SNES;1995;Sports;ASCII Entertainment;1
1774;Doraemon;NES;1986;Action;Hudson Soft;1
1775;High School Musical 2: Work This Out!;DS;2008;Misc;Disney Interactive Studios;1
1776;Ratchet & Clank: All 4 One;PS3;2011;Platform;Sony Computer Entertainment;1
1777;Donkey Konga;GC;2003;Misc;Nintendo;1
1778;Fight Night Champion;PS3;2011;Fighting;Electronic Arts;1
1779;Dragon Quest I & II;SNES;1993;Role-Playing;Enix Corporation;1
1780;Tak and the Power of Juju;PS2;2003;Platform;THQ;1
1781;Asteroids;PS;1998;Shooter;Success;1
1782;Puyo Puyo Sun Ketteiban;PS;1997;Puzzle;Compile;1
1783;Pokemon Rumble Blast;3DS;2011;Action;Nintendo;1
1784;Action Bass;PS;2000;Action;Take-Two Interactive;1
1785;Tenchu: Wrath of Heaven;PS2;2003;Action;Activision;1
1786;Shadow of the Colossus;PS2;2005;Action;Sony Computer Entertainment;1
1787;Brave Fencer Musashi;PS;1998;Role-Playing;SquareSoft;1
1788;Hot Shots Golf: Out of Bounds;PS3;2007;Sports;Sony Computer Entertainment;1
1789;Dance Dance Revolution Extreme 2;PS2;2005;Simulation;Konami Digital Entertainment;1
1790;Mirror's Edge;PS3;2008;Platform;Electronic Arts;1
1791;Rabbids Go Home;Wii;2009;Platform;Ubisoft;1
1792;South Park;N64;1998;Shooter;Acclaim Entertainment;1
1793;Commando;NES;1986;Action;Capcom;1
1794;Pilotwings;SNES;1990;Simulation;Nintendo;1
1795;Resident Evil - Code: Veronica;DC;2000;Action;Eidos Interactive;1
1796;Super R.C. Pro-Am;GB;1991;Racing;Nintendo;1
1797;The Lord of the Rings: The Return of the King;XB;2003;Action;Electronic Arts;1
1798;LEGO Star Wars: The Video Game;GBA;2005;Action;Eidos Interactive;1
1799;Royal Palace of White Sword and The City of Gentiles;PS2;2005;Role-Playing;Take-Two Interactive;1
1800;Guitar Hero 5;X360;2009;Misc;Activision;1
1801;Mobile Suit Gundam: Federation vs. Zeon;PS2;2001;Simulation;Atari;1
1802;Need for Speed Underground 2;GC;2004;Racing;Electronic Arts;1
1803;MechAssault;XB;2002;Simulation;Microsoft Game Studios;1
1804;ModNation Racers;PS3;2010;Racing;Sony Computer Entertainment;1
1805;LEGO Star Wars III: The Clone Wars;3DS;2011;Action;LucasArts;1
1806;Derby Stallion 99;PS;1999;Sports;ASCII Entertainment;1
1807;Cars;GBA;2006;Racing;THQ;1
1808;Fantasy Life;3DS;2012;Role-Playing;Nintendo;1
1809;Tom Clancy's Rainbow Six 3: Black Arrow;XB;2004;Shooter;Ubisoft;1
1810;WWE 2K15;PS4;2014;Sports;Take-Two Interactive;1
1811;Donkey Kong;NES;1983;Platform;Nintendo;1
1812;Jampack Winter '98;PS;1998;Misc;Sony Computer Entertainment;1
1813;WWE 2K14;X360;2013;Sports;Take-Two Interactive;1
1814;Alien: Isolation;PS4;2014;Shooter;Sega;1
1815;Yakuza 3;PS3;2009;Action;Sega;1
1816;Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales);GBA;2005;Role-Playing;Nintendo;1
1817;The Beatles: Rock Band;PS3;2009;Misc;MTV Games;1
1818;Dragon Age II;X360;2011;Action;Electronic Arts;1
1819;Moon Patrol;2600;1982;Shooter;Atari;1
1820;Supercar Street Challenge;PS2;2001;Racing;Activision;1
1821;Pilotwings 64;N64;1996;Simulation;Nintendo;1
1822;Crackdown 2;X360;2010;Shooter;Microsoft Game Studios;1
1823;Final Fantasy XIV: A Realm Reborn;PS3;2013;Role-Playing;Square Enix;1
1824;Castlevania: Lords of Shadow;PS3;2010;Action;Konami Digital Entertainment;1
1825;Rocksmith;X360;2011;Misc;Ubisoft;1
1826;Disney Infinity 2.0: Marvel Super Heroes;X360;2014;Action;Disney Interactive Studios;1
1827;SOCOM: U.S. Navy SEALs Fireteam Bravo;PSP;2005;Shooter;Sony Computer Entertainment;1
1828;Call Of Duty 2: Big Red One;XB;2005;Shooter;Activision;1
1829;Yoshi's Cookie;NES;1992;Puzzle;Nintendo;1
1830;Guitar Hero 5;PS2;2009;Misc;Activision;1
1831;Worldwide Soccer Manager 2008;PC;2007;Sports;Russel;1
1832;Spider-Man 2;XB;2004;Action;Activision;1
1833;Counter-Strike;XB;2003;Shooter;Microsoft Game Studios;1
1834;Mad Max (2015);PS4;2015;Action;Warner Bros. Interactive Entertainment;1
1835;Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS2;2007;Action;Activision;1
1836;GRID;PS3;2008;Racing;Codemasters;1
1837;Guitar Hero Encore: Rocks The 80s;PS2;2007;Misc;RedOctane;1
1838;Sunset Overdrive;XOne;2014;Shooter;Microsoft Game Studios;1
1839;Rock Band;PS2;N/A;Misc;Electronic Arts;1
1840;Tom Clancy's Splinter Cell: Chaos Theory;XB;2005;Action;Ubisoft;1
1841;Donkey Kong Jr.;NES;1983;Platform;Nintendo;1
1842;Arc the Lad;PS;1995;Role-Playing;Sony Computer Entertainment;1
1843;NBA Jam Tournament Edition;GEN;1994;Sports;Acclaim Entertainment;1
1844;Need for Speed: ProStreet;Wii;2007;Racing;Electronic Arts;1
1845;Pikmin 3;WiiU;2013;Strategy;Nintendo;1
1846;Legend of Mana;PS;1999;Role-Playing;SquareSoft;1
1847;Lumines: Puzzle Fusion;PSP;2004;Puzzle;Ubisoft;1
1848;Toy Story 3: The Video Game;PS3;2010;Action;Disney Interactive Studios;1
1849;Guitar Hero 5;PS3;2009;Misc;Activision;1
1850;Megamania;2600;1981;Shooter;Activision;1
1851;Medal of Honor: Airborne;X360;2007;Shooter;Electronic Arts;1
1852;The Legend of Zelda: Tri Force Heroes;3DS;2015;Action;Nintendo;1
1853;Jungle Hunt;2600;1982;Platform;Atari;1
1854;Triple Play 98;PS;1997;Sports;Electronic Arts;1
1855;LEGO The Lord of the Rings;PS3;2012;Action;Warner Bros. Interactive Entertainment;1
1856;Petz Dogz 2;DS;2007;Simulation;Ubisoft;1
1857;WWE SmackDown vs. Raw 2011;PS3;2010;Fighting;THQ;1
1858;Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories;GB;1999;Strategy;Konami Digital Entertainment;1
1859;Lode Runner;NES;1984;Puzzle;Hudson Soft;1
1860;The Final Fantasy Legend;GB;1989;Role-Playing;SquareSoft;1
1861;Famicom Jump: Eiyuu Retsuden;NES;1989;Role-Playing;Namco Bandai Games;1
1862;F-Zero X;N64;1998;Racing;Nintendo;1
1863;Popeye;NES;1983;Platform;Nintendo;1
1864;NERF N-Strike;Wii;2008;Shooter;Electronic Arts;1
1865;NBA Live 2001;PS2;2001;Sports;Electronic Arts;1
1866;SingStar Legends;PS2;2006;Misc;Sony Computer Entertainment;1
1867;SingStar Rocks!;PS2;2006;Misc;Sony Computer Entertainment;1
1868;Tales of Symphonia;GC;2003;Role-Playing;Nintendo;1
1869;Untold Legends: Brotherhood of the Blade;PSP;2005;Role-Playing;Activision;1
1870;Star Ocean: The Second Story;PS;1998;Role-Playing;Sony Computer Entertainment;1
1871;Lightning Returns: Final Fantasy XIII;PS3;2013;Role-Playing;Square Enix;1
1872;Star Wars: The Force Unleashed;PSP;2008;Action;LucasArts;1
1873;Imagine: Babysitters;DS;2008;Simulation;Ubisoft;1
1874;The Simpsons Game;PSP;2007;Action;Electronic Arts;1
1875;Yakuza 2;PS2;2006;Adventure;Sega;1
1876;Skate 2;X360;2009;Sports;Electronic Arts;1
1877;Dragon Ball Z: The Legacy of Goku II;GBA;2003;Role-Playing;Atari;1
1878;Virtua Fighter 5;PS3;2007;Fighting;Sega;1
1879;NFL 2K1;DC;2000;Sports;Sega;1
1880;BeatMania;PS;1998;Simulation;Konami Digital Entertainment;1
1881;Namco Museum Battle Collection;PSP;2005;Misc;Sony Computer Entertainment;1
1882;LEGO Star Wars II: The Original Trilogy;DS;2006;Action;LucasArts;1
1883;Madden NFL 2004;XB;2003;Sports;Electronic Arts;1
1884;Empire: Total War;PC;2009;Strategy;Sega;1
1885;The Godfather;PS2;2006;Action;Electronic Arts;1
1886;Tiger Woods PGA Tour 10;Wii;2009;Sports;Electronic Arts;1
1887;Star Wars: Bounty Hunter;PS2;2002;Shooter;LucasArts;1
1888;Densha De Go!;PS;1997;Simulation;Taito;1
1889;Dante's Inferno;PS3;2010;Action;Electronic Arts;1
1890;Sonic & Sega All-Stars Racing;DS;2010;Racing;Sega;1
1891;Skylanders Giants;PS3;2012;Action;Activision;1
1892;Endless Ocean;Wii;2007;Adventure;Nintendo;1
1893;NFL Blitz 2000;PS;1998;Sports;Midway Games;1
1894;Sonic Free Riders;X360;2010;Racing;Sega;1
1895;NASCAR Thunder 2004;PS2;2003;Racing;Electronic Arts;1
1896;Prince of Persia;PS3;2008;Action;Ubisoft;1
1897;SpongeBob SquarePants: Revenge of the Flying Dutchman;PS2;2002;Platform;THQ;1
1898;Grand Theft Auto V;PC;2015;Action;Take-Two Interactive;1
1899;The Biggest Loser;Wii;2009;Sports;THQ;1
1900;Fisherman's Bass Club;PS2;2002;Sports;Agetec;1
1901;MySims Agents;DS;2009;Adventure;Electronic Arts;1
